Date,const,Mkt-RF,SMB,HML,RMW,CMA,Mom
2023-04-28,0.00012639915270426408,1.2708818619754316,-0.39775360715425045,-0.6122816226292753,0.320439088176031,0.3570265354114809,0.025729773590253455
2023-05-01,7.967802585588356e-05,1.2641820359339557,-0.39805767703369754,-0.6002023248533757,0.3183871580667842,0.3481787769836524,0.018725249699711274
2023-05-02,9.822696046288168e-06,1.2782422132634346,-0.4164634105275228,-0.590397116839708,0.31861727158219777,0.32776535381358635,0.026624721917179635
2023-05-03,4.781222398954978e-05,1.2768484326593157,-0.4130769533150953,-0.5901817555989637,0.31681433361427047,0.31730004661600253,0.029243302903887214
2023-05-04,-2.1475017070605773e-05,1.2748497580001175,-0.4102410385302153,-0.5938341682614923,0.3256354897549872,0.3038446874155082,0.032068782177931035
2023-05-05,0.00010614681182113554,1.2820085612935266,-0.39947092784546623,-0.5470675514616,0.34085758655819587,0.254621621474377,0.02431455353337153
2023-05-08,9.998875167875035e-05,1.2814925040993699,-0.39791061188769516,-0.546724116344028,0.3422750713234842,0.2571820089463566,0.02253073552580276
2023-05-09,2.5887679104430667e-05,1.2816942092677674,-0.3768373767637342,-0.5607164396808,0.34425897391699595,0.24473797239501105,0.03465060823974371
2023-05-10,7.082612351750901e-06,1.2885713858571637,-0.385427499071653,-0.568311462148025,0.31702431980019685,0.25960891249974094,0.0422279275319237
2023-05-11,-1.8280825075960862e-05,1.2861832267198117,-0.3815366229976379,-0.5576365937954475,0.3220811569566556,0.2523582105737066,0.03637185193303568
2023-05-12,7.584988948594769e-05,1.27805079506847,-0.40480545201807283,-0.5118179146944871,0.3128750384666099,0.2210782031802403,0.02725918350560457
2023-05-15,0.00016447924067038535,1.2655269662976918,-0.36175065831427816,-0.5147664993232016,0.33898961117539006,0.21763626603882283,0.01068411507078633
2023-05-16,0.00018520115653561397,1.2685961223434423,-0.362965777034308,-0.5229525811937986,0.3320896713193547,0.2227276121361329,0.01555645101587089
2023-05-17,0.0001753698703750961,1.2687601071598462,-0.36383727712352704,-0.5271599937900283,0.3317540550647056,0.22391993890041018,0.01785162068314955
2023-05-18,0.00015131575102052394,1.2666133200946357,-0.36793413947791626,-0.5287624540905093,0.33242001481368355,0.2219898597623599,0.018688912481565942
2023-05-19,0.00011849611727839527,1.2760237535290697,-0.367856383166607,-0.5419173321925359,0.3369857040350929,0.2274822634195113,0.027316649339778502
2023-05-22,0.00020286790264955408,1.2672257863692824,-0.3706400286619731,-0.5313239764482753,0.31869822442478796,0.21070976815174394,0.023700774064029727
2023-05-23,0.00022639227935846286,1.2633121452419758,-0.36733835558306527,-0.5231151461584463,0.3217398679168035,0.2111793934733727,0.015762967304659023
2023-05-24,0.00016018297167686124,1.246063849899698,-0.33231892581300276,-0.5381854805456434,0.34413612571157753,0.1793133045655319,0.024611396391287375
2023-05-25,0.00014651277805646397,1.240576536605532,-0.3286261052638233,-0.5294191197007232,0.32020395503871046,0.2424053071014659,-0.006369249423489147
2023-05-26,0.00016453004171327246,1.2407614414141126,-0.31759288418543824,-0.5254798939771917,0.32027571449090825,0.2501585659017486,-0.010556414185408751
2023-05-30,0.00022963041218529244,1.2415503741832516,-0.32810231393336564,-0.5180796646666861,0.31654230055552074,0.23156499587651252,-0.008617318752493192
2023-05-31,0.00022476880358702377,1.2371712669439408,-0.32986324675179673,-0.5157117601003349,0.31476403227339766,0.22850217429554326,-0.010128111166708871
2023-06-01,0.00022971653054814704,1.2395617475026905,-0.3279261320418424,-0.517638365718653,0.31281069122307814,0.22750805468384264,-0.006172251006270946
2023-06-02,0.00015755758008524515,1.237060235861179,-0.34402917754424744,-0.5174526376902225,0.3152223184956163,0.20396350634666927,-0.00282459364291816
2023-06-05,0.0001622603570245685,1.2417473867776703,-0.31620864973034796,-0.5312373514724514,0.33433484650259343,0.20377668891720177,0.00023829558285999933
2023-06-06,0.0002432923525897947,1.2346030136337407,-0.2795847008877885,-0.5199513889767341,0.332227369508688,0.19626124172468273,0.0006352815038604548
2023-06-07,0.00026897026735985414,1.231094657624826,-0.2628843684421751,-0.5142376973732867,0.34235391969049483,0.21601733602933004,-0.014340124298986463
2023-06-08,0.0002274256940799005,1.2250322967677678,-0.26288110841148793,-0.5069078843628751,0.36288070402369965,0.19204707284996764,-0.017467265348698226
2023-06-09,0.00018635323812312885,1.2286756425230658,-0.25273572751107437,-0.5094933862360707,0.3692633224055032,0.19148610332873103,-0.012704332782054463
2023-06-12,0.00020452284052137343,1.2227460854301913,-0.24137840987902412,-0.5099661097634743,0.3785838620501581,0.1846387629943657,-0.011836096358938224
2023-06-13,0.0001714304797374829,1.2231041365876845,-0.2423625685497502,-0.5155629629201743,0.3807491623129751,0.1897531527707323,-0.010423625022565485
2023-06-14,0.00012607443854862233,1.2363946768958103,-0.24426348869696343,-0.5218225691376636,0.3587907767410931,0.2335625288732343,-0.01772853701718589
2023-06-15,6.498390680848747e-05,1.2352706050095041,-0.24276353187590768,-0.5238262657071198,0.3585719199116681,0.2335751217622058,-0.017326678463098714
2023-06-16,7.029939006961529e-05,1.2362574138326878,-0.24151318556473012,-0.5266320943929355,0.3610874824178315,0.23117171143573934,-0.016796805740785223
2023-06-20,8.445502159240562e-05,1.2363591274970185,-0.23660204900321422,-0.529393196178936,0.361635471555222,0.22718509623647248,-0.012506601701194983
2023-06-21,9.528899484866342e-05,1.2329649459877257,-0.23099909527799564,-0.5324315841603093,0.3716955601538645,0.2207646772575702,-0.014496844585861132
2023-06-22,7.885339831698203e-05,1.223926858803944,-0.22319273210267698,-0.5365390502408913,0.38900602297155884,0.21569002234355994,-0.02050990916893472
2023-06-23,0.00013519176497493398,1.210872783445427,-0.22140741484435827,-0.5353014325035651,0.4150589992461162,0.18262073709697213,-0.025046272924627647
2023-06-26,0.00016132227344574498,1.2020722671423405,-0.20272516781472213,-0.5659683243699334,0.4572050198736692,0.18526721517402073,-0.03627198438467574
2023-06-27,0.00020966938773033243,1.2185963500485613,-0.22312136813945305,-0.5584081948885258,0.44901605018243385,0.19606904434762001,-0.03875652486605743
2023-06-28,0.0001884418796592978,1.2085821441242857,-0.23484950991316322,-0.5520846076032608,0.4631973359737014,0.16808992303186127,-0.048008719727103695
2023-06-29,0.00011325834628736822,1.2079261053147516,-0.23075681701688722,-0.5706726123972644,0.4944824947693767,0.16998983849905228,-0.05716058701637635
2023-06-30,0.0001225536484824326,1.2124674033203222,-0.23426633938632746,-0.5711737304581891,0.4854922937238408,0.1750317930407555,-0.0534730922032396
2023-07-03,0.00013325771887515907,1.2080489538625163,-0.21127756283590018,-0.5845434957825486,0.5056398870953279,0.1593914770998901,-0.0422329927448018
2023-07-05,8.198653333019618e-05,1.204842285297093,-0.19278278126222242,-0.5919209436133528,0.5229076625555895,0.15019769371683417,-0.037078983388968145
2023-07-06,7.59873716177154e-05,1.2104494607988372,-0.19976576723051484,-0.5878214434820161,0.5241180651612681,0.15237664964799616,-0.030542786271789038
2023-07-07,9.618867061393719e-05,1.2086224952318307,-0.19076136183576226,-0.5822319435292715,0.5245064591527352,0.1510689456468996,-0.03254609453031733
2023-07-10,4.1555692449996246e-05,1.2014488160481882,-0.21066947404666633,-0.5729353312340022,0.5388824226006247,0.14015883372466917,-0.04474543964911771
2023-07-11,-2.4625573531815968e-05,1.198526503228118,-0.2075881076817131,-0.5777727971058694,0.5480334108306762,0.13496513930734552,-0.04383923922771017
2023-07-12,3.5515506262081154e-06,1.1995127122762608,-0.20732551454656203,-0.5719650614579515,0.5461134348476796,0.12623847446885558,-0.040664646027314205
2023-07-13,-0.00010117263830472365,1.2049135545216927,-0.23124160025796392,-0.5616897429617048,0.5376506784624789,0.08860362102541057,-0.02595030581882394
2023-07-14,-0.0001308117307553868,1.2064481115013144,-0.23449434947382952,-0.5515305178283787,0.528991120694037,0.0966380057073127,-0.03181342576779786
2023-07-17,-0.0001263687586301921,1.2155231549714438,-0.22428769489626446,-0.540818120947847,0.4996047310546223,0.0956454945532701,-0.01832354352833715
2023-07-18,-0.00011865539811705517,1.2231013959579846,-0.23371253383019747,-0.5422056535459732,0.48486300699514695,0.11041270800127767,-0.017230543268037773
2023-07-19,-4.54821702923223e-05,1.2152983860645876,-0.24113873809194458,-0.5162107943266456,0.48955171742280723,0.09485664944872294,-0.03258457653023307
2023-07-20,-2.6735447074720947e-05,1.221106825970233,-0.23391694870908736,-0.518316572720247,0.4920817745371374,0.09417114926286334,-0.02975350850445882
2023-07-21,-8.568268488615637e-05,1.2248769994815536,-0.2315205902285572,-0.518754123178671,0.49696501266343396,0.09375739091451474,-0.02274747970164638
2023-07-24,-7.303223272273648e-05,1.2252271260157745,-0.23287487764569365,-0.5216899543159819,0.4974093832045442,0.09254400302320842,-0.02215404861663328
2023-07-25,-9.730449771431815e-05,1.2245026868770774,-0.2353137652309295,-0.5177659926641165,0.4910080834149071,0.09522242483029818,-0.025962859843198863
2023-07-26,-3.292953888431511e-05,1.2245257753293846,-0.23177752365773246,-0.5085517004298465,0.484793108547755,0.11350699914730834,-0.0369662184880101
2023-07-27,-7.462617317749231e-05,1.2233502503593325,-0.24720210230939793,-0.5023032217751963,0.48243534374325603,0.10490298657709125,-0.044968117592277555
2023-07-28,-5.018923094492127e-05,1.2269080125653897,-0.24558589907300132,-0.5026734375069062,0.48112467913390267,0.0998889688239737,-0.04110539799737765
2023-07-31,3.548204474474305e-05,1.231329999112855,-0.23156111878203328,-0.5087225389991973,0.4856776330726624,0.08068016925930038,-0.02770312992952241
2023-08-01,-2.3859292179789982e-05,1.23163324068229,-0.20163601933291792,-0.5437511693789672,0.4799511226657883,0.13750573615326653,-0.026208747927657386
2023-08-02,4.285266823252299e-06,1.229999084994423,-0.19792636995856197,-0.5495342177209405,0.48509808165879753,0.14825774135186162,-0.03067717357235436
2023-08-03,-2.484944348753331e-05,1.2320177634870717,-0.1991575302917364,-0.5510916870632967,0.4850696817509619,0.15536597586787093,-0.03175640875092499
2023-08-04,-0.0002474513771954308,1.2511124261846807,-0.16438216232709418,-0.6076413163794447,0.5120115432081183,0.23002656662846308,-0.013896214939103368
2023-08-07,-0.0003425328623970967,1.240313983833238,-0.1100574138582899,-0.6465205425273112,0.5117933941634817,0.26613946658051113,-0.012140526348139419
2023-08-08,-0.00034152076910416544,1.2371809034379222,-0.1099764997834611,-0.6476859006646779,0.533126794715336,0.25807952487453145,-0.015338615358049944
2023-08-09,-0.0003548576012596433,1.2398645413990441,-0.11254137669420572,-0.6465531511051853,0.5252835750658699,0.26078184774749574,-0.013259725615725686
2023-08-10,-0.0004353214925040512,1.2317928536716871,-0.07760935321064114,-0.6681613953770138,0.5432083045786854,0.2595584687963797,-0.016458817294312464
2023-08-11,-0.00040407521637307326,1.2326026625333628,-0.07766309937107446,-0.6679565397265513,0.538185872093445,0.26500284265553536,-0.018667125327316965
2023-08-14,-0.0004138586090979672,1.23188841860139,-0.07697568736554956,-0.669034209802466,0.537997004320785,0.26591903243927567,-0.019446517125427637
2023-08-15,-0.00042953825466100456,1.2334289661028948,-0.082659697083074,-0.6622330786227073,0.5349392224995845,0.264727278011852,-0.021842686630136544
2023-08-16,-0.00041920054460484033,1.2328139636898179,-0.0834615501608923,-0.6627551498970669,0.5356445162523927,0.26490420448036717,-0.02253617000682086
2023-08-17,-0.00041547427214050445,1.2362111370244515,-0.0806059987096597,-0.6647145786265997,0.5389489765899493,0.2672546974468132,-0.01969011959132854
2023-08-18,-0.0004743198545285631,1.2347459293472671,-0.06826104998539209,-0.6770145556562532,0.5252021173826306,0.2877201555480008,-0.02949042464462645
2023-08-21,-0.00046374565463162717,1.2353855660152497,-0.0571388857657793,-0.679169494038321,0.5325311702896585,0.28710660819094747,-0.026337229589208373
2023-08-22,-0.00043727339853532596,1.2349674030586903,-0.05203914975503293,-0.6870458044347789,0.5302169321462715,0.2888143728227438,-0.022807674882891475
2023-08-23,-0.00040946348473933704,1.2462398539042543,-0.060315104993081875,-0.6851660331776044,0.5165269542661957,0.29384461174151144,-0.016742689146611048
2023-08-24,-0.0004583010416487446,1.2525026455293173,-0.06001344904683337,-0.6916537180515513,0.513204451396235,0.3009309995965868,-0.012342096086845049
2023-08-25,-0.0004578620170362861,1.2532839929839747,-0.06164935671457472,-0.692656266569512,0.5156624543569867,0.3027736981423539,-0.013040618991922222
2023-08-28,-0.0004369564464801629,1.2550760556124914,-0.0616308449378733,-0.6908294447131416,0.517269999140035,0.30109689664352224,-0.012856715214986152
2023-08-29,-0.00048733050020894914,1.2721802506018909,-0.05637069249740728,-0.7098454844915469,0.5268629921012471,0.32013190556185667,-0.012329904254283111
2023-08-30,-0.00041353432170558775,1.276410236929038,-0.05541037219313805,-0.7158159018443059,0.5154768094513844,0.330740155932931,-0.006808916066249518
2023-08-31,-0.00038752822343224357,1.2747384127700503,-0.059158556744440566,-0.7122401224333582,0.5138104126939831,0.32635180410040715,-0.0077549310366884575
2023-09-01,-0.0003430545299276329,1.2742363748821317,-0.04517815851882259,-0.706953209957788,0.5172564465767964,0.3114817997409113,-0.0013203666646949275
2023-09-05,-0.0003175790184762349,1.273532460653895,-0.05983317893671969,-0.7055205215472737,0.5125239117754021,0.31323238116259117,-0.004912479128392648
2023-09-06,-0.00046443662559881373,1.2789319267809796,-0.06158095127644028,-0.7084739961086938,0.5418747010071177,0.3160505782104259,-0.016029555471010176
2023-09-07,-0.0005555389126173599,1.2801302487753743,-0.03204264469224857,-0.7211271947814283,0.5631395616976365,0.3152566257576823,-0.011386172174623052
2023-09-08,-0.0004651899499498904,1.2932072617686656,-0.036418180758537255,-0.7402884478860441,0.5331011254075247,0.3598543861466363,-0.016405274510328374
2023-09-11,-0.0004188443950855085,1.2916567739010945,-0.05098881203691083,-0.7220826851492732,0.5132064903682033,0.33891841680024043,-0.016451591902420584
2023-09-12,-0.0004215328778505719,1.2952383580881026,-0.048619431818981845,-0.7275545955819009,0.5131120290970022,0.3425606774056085,-0.013969376663355348
2023-09-13,-0.0005733216220824537,1.2843296213238542,-0.04022794781295683,-0.730835678618293,0.5175451803006947,0.35050955773157544,-0.021435459963279932
2023-09-14,-0.0006068873528532601,1.2946049454191915,-0.03941238041467607,-0.7384003095151818,0.5277351049145265,0.3572342837009731,-0.021324186356335775
2023-09-15,-0.00058223741239293,1.2857375902535784,-0.03592199149672484,-0.7435344913475352,0.530435347586636,0.38191268635680387,-0.03689732872134166
2023-09-18,-0.0005207700762865924,1.2894762137701448,-0.04920320008994333,-0.7404916308052183,0.5231590087786278,0.37243327686372124,-0.027680961649283548
2023-09-19,-0.0004848671327663157,1.2887580013877245,-0.04904698629352733,-0.7437908473448945,0.5341025166533501,0.3782982792433195,-0.03026767454032761
2023-09-20,-0.0005863760782568049,1.2866647297522587,-0.049050579057213106,-0.7565489932475108,0.5194611787068386,0.3957877296390907,-0.03342906298774312
2023-09-21,-0.0006835376994198674,1.2804959605237571,-0.03439068379965138,-0.752670851163593,0.5608826931061894,0.38059575635766996,-0.05068821526731136
2023-09-22,-0.0006658825899470821,1.2801101224913343,-0.031984114131739794,-0.7550227746966324,0.5628816318919505,0.3782393664965298,-0.048423153188189245
2023-09-25,-0.000660806167516775,1.2794066643178779,-0.029736731060826915,-0.7509683074434327,0.5652463335402529,0.3676049674481012,-0.047312249573829804
2023-09-26,-0.0006933220951886214,1.2860170796049486,-0.03449390905995228,-0.7471296658621185,0.5644857536900422,0.3704202314236558,-0.04680057464520826
2023-09-27,-0.0007691468985241386,1.2935973673960073,-0.059000232223600124,-0.7405928387308905,0.5495928976740437,0.4011484888681073,-0.0619604453794665
2023-09-28,-0.0008330394844464046,1.2946001748364881,-0.073284853636881,-0.73612318839188,0.5456339211524746,0.4150388726612859,-0.06999788697547263
2023-09-29,-0.0006311767854942917,1.3117496986637835,-0.060776481427553014,-0.71912716294865,0.5090884456024758,0.4050915901545141,-0.06791922495961103
2023-10-02,-0.0005345426682959485,1.2940068255222856,-0.07073289276671503,-0.7067061980561444,0.5208984064034136,0.374104960465989,-0.06758296146916434
2023-10-03,-0.00047966950377370326,1.2828343831741889,-0.06969770507662301,-0.7042567929543126,0.5212931192387202,0.3672476593322155,-0.07253945518583771
2023-10-04,-0.0004772714323343567,1.2869434821810168,-0.0690997443956314,-0.705308324190504,0.5260211222566693,0.37385185399075577,-0.0739573174491015
2023-10-05,-0.0003587498205717875,1.302845850681737,-0.07205936764471309,-0.6991067239992168,0.49578135288698444,0.3970912955546231,-0.077499576859557
2023-10-06,-0.00037405216030650585,1.3022851203126173,-0.07077024086444936,-0.6992264792185959,0.4958919117728292,0.397728155547389,-0.07837740453798589
2023-10-09,-0.00041156165326462286,1.310245815509416,-0.07735250775798888,-0.7058298730444071,0.49413091732372316,0.41957140861466924,-0.08110611119127766
2023-10-10,-0.0004585267961441337,1.311469159680419,-0.07653574584602497,-0.7111535210366046,0.4979510754318164,0.4140929522903478,-0.07906860978653922
2023-10-11,-0.00047309621249970034,1.3162526393068297,-0.09689450565129631,-0.7044308858827628,0.4713774197757112,0.4199495864038808,-0.08182812305687945
2023-10-12,-0.0004398418024187823,1.3089369654145562,-0.11057984998900053,-0.696467599678353,0.4895148780441277,0.40018598942060146,-0.08641488572662884
2023-10-13,-0.00045575754637569327,1.309510012369317,-0.1066844302946726,-0.6955208200228021,0.4907033861698316,0.39251164042899744,-0.08235816567409641
2023-10-16,-0.0005429555888197597,1.2860581817499492,-0.10743153716210475,-0.6946208458696692,0.501755982871218,0.3598665631618956,-0.08613971844699697
2023-10-17,-0.0005650320693006189,1.2861931971229423,-0.1129819895678608,-0.6949456476622824,0.5014038167034507,0.3571569863122887,-0.08531249467494971
2023-10-18,-0.0005244900474905392,1.2904231883084112,-0.1138770163532485,-0.7002977489891421,0.5002496773502393,0.36067834119366604,-0.08634471864276805
2023-10-19,-0.0004735688876406304,1.289727570409997,-0.12309197855616702,-0.6980289584862862,0.4916904034299905,0.3639144876651032,-0.08868582869380606
2023-10-20,-0.0005361876370691594,1.287654595654763,-0.09879761427530802,-0.715269550182196,0.5003849496863808,0.3667107426267888,-0.09151857640153699
2023-10-23,-0.0005667780559296817,1.2896838474630261,-0.09351609928212279,-0.7142308230419131,0.5084438815760115,0.3603724339613979,-0.0885655430725829
2023-10-24,-0.0005864762055754512,1.2893684344717251,-0.09183604368258635,-0.710327059929885,0.5244870491333006,0.34863744780782774,-0.08978362378965929
2023-10-25,-0.0005702807659783679,1.2868902074562911,-0.09072574536212356,-0.7089048065646408,0.5379262520413334,0.3454412670568775,-0.09323967441473073
2023-10-26,-0.0005263349652640325,1.2835109183874889,-0.08626080706003524,-0.7050020795555618,0.5289584068855853,0.3448861224770229,-0.0985581972874249
2023-10-27,-0.00047878748280847516,1.2747302352596768,-0.08117290164776825,-0.6972761999713126,0.5366955598340639,0.29782688488656045,-0.08403565735767449
2023-10-30,-0.000398432881791216,1.2731645304113766,-0.07968438034966978,-0.6836787461823693,0.5192001094459398,0.2954790508184121,-0.08041275172479455
2023-10-31,-0.0005726401245900859,1.1874535078285664,-0.0926232443797066,-0.6070386657426777,0.4998196446452323,0.11310047222905481,-0.079906595469453
2023-11-01,-0.0005366852819300365,1.1908690344663202,-0.09732428419137033,-0.5971245662851755,0.4960106863457431,0.09052586739339878,-0.0691151491273952
2023-11-02,-0.00045500202142407907,1.2004121635995737,-0.09922169401516233,-0.5862150206865059,0.4852567849561533,0.1110960685213716,-0.07450081683003643
2023-11-03,-0.0005168664288045409,1.198945372985997,-0.10680863088808937,-0.5906392155098587,0.5012411582211725,0.10298977909750998,-0.07641876498381245
2023-11-06,-0.0003759675055130491,1.1804979117198202,-0.09022582268881918,-0.5838118275532881,0.5042181014660124,0.06927745759101067,-0.06673840806823658
2023-11-07,-0.0002865907497907042,1.2087761028691058,-0.08745091442788377,-0.5963748242534237,0.5558167589736454,0.10425914536183395,-0.06791227796596216
2023-11-08,-0.00024774766269490355,1.2231759170546144,-0.09063410591837126,-0.606675063787619,0.5713761754693881,0.1392681377999796,-0.07258493215844947
2023-11-09,-0.0002021994014144331,1.2194226964345516,-0.10512778410645257,-0.5940845411192833,0.5673349171933392,0.12233976053590301,-0.07199331163919986
2023-11-10,-0.0001678409945936803,1.2138935936756434,-0.10262078848428347,-0.5992325612870233,0.5728177686691338,0.1334123602067182,-0.07281720122537862
2023-11-13,-0.0002053580999234764,1.2042461231108152,-0.10775282709799681,-0.5876721701695823,0.5612521471504598,0.13132384598774444,-0.06478132498129988
2023-11-14,-0.0002066770031296638,1.207283635808518,-0.0928358535246272,-0.5886116375790754,0.5632276854082344,0.13101986443288624,-0.05483878351512601
2023-11-15,-0.00019672715370182801,1.2082478113898683,-0.09592373760195373,-0.5882906556724687,0.5618319800531633,0.1373631329416064,-0.05906834615818179
2023-11-16,-0.00014577218799820371,1.20788082352838,-0.12043691786700195,-0.5748642833587736,0.537785951278574,0.12651185277433735,-0.056850462459520336
2023-11-17,-0.0001422717633612148,1.2079227102106571,-0.11897111736807667,-0.5751824777861401,0.5381418004753401,0.12713305398616986,-0.05715533925344992
2023-11-20,-0.00018780626820742854,1.2023203693829525,-0.12948778868928573,-0.5647892712795757,0.5105089510733436,0.11185791117703159,-0.06202135716762441
2023-11-21,-0.000200865727537689,1.20412966568186,-0.12478719604077264,-0.5643265434568776,0.5090332233640695,0.11510081525728588,-0.061194467634685445
2023-11-22,-0.00013888892266578822,1.2102954329599345,-0.1251714334548713,-0.5654945845239572,0.5072984302779875,0.13815787415129033,-0.05524786308996033
2023-11-24,-0.00014991193880843482,1.2128995251645078,-0.12861639821603194,-0.5630777716499626,0.5152095326937963,0.13290424484749538,-0.05556633438655944
2023-11-27,-0.00013120731695998532,1.2125881077130358,-0.13207812624835225,-0.5630326411905514,0.5116730311899226,0.1330058786553378,-0.05811586449888596
2023-11-28,-5.104449280338754e-05,1.212289236376422,-0.12979712367134627,-0.5555129650048504,0.5002255794239517,0.1285592742174406,-0.05130359386309554
2023-11-29,3.4896146869479007e-06,1.203392878685797,-0.13068244233567045,-0.5548091374358503,0.49622071482256663,0.1260704381070657,-0.05087590315861682
2023-11-30,6.35283827478321e-05,1.203355011230575,-0.12655453050455903,-0.5464031436717424,0.49590829966352107,0.12685303431280062,-0.048341078588332705
2023-12-01,8.161512987896327e-05,1.2001180107218175,-0.11268081930687855,-0.5444671652388137,0.4975556739156002,0.13201648400556776,-0.04637766809968568
2023-12-04,8.527003466992131e-05,1.2000031810278098,-0.11161832627925954,-0.5450627609066462,0.49740471364991107,0.1334028849322838,-0.0465015607820924
2023-12-05,0.00016150639402031638,1.1991213543496966,-0.11534741444766622,-0.5507539480101867,0.4951855624558662,0.12271766805208978,-0.03563624928982366
2023-12-06,0.00013574672839182294,1.2014142456060393,-0.11948957617500446,-0.5358743000677345,0.48503435723114224,0.10248341650375892,-0.03362285323197254
2023-12-07,0.00017157098771993537,1.1983719154395607,-0.11642545213146237,-0.5306598127993791,0.48916445513688667,0.09747836601813364,-0.030181885431215916
2023-12-08,0.0002464333217420153,1.19659705159735,-0.11257551203685622,-0.5279582243000518,0.48747419114064217,0.08575542115513585,-0.02237845698395758
2023-12-11,0.0001626867241025668,1.1799116699763208,-0.09811969316347316,-0.5103534542943664,0.49227138594680847,0.027051621529851494,-0.01393278226797321
2023-12-12,0.00014118723686595803,1.1833046400039735,-0.09222927178613884,-0.5149350955237235,0.4932828984756639,0.028812766739942958,-0.009767063011202379
2023-12-13,0.00019376808281133456,1.1895196890141446,-0.0869561327209491,-0.5058618778223829,0.48123225479257825,0.03568484218098825,-0.014143606489106252
2023-12-14,0.00023095845304821425,1.1894198665707563,-0.08221810217610692,-0.5014090241979228,0.48444752420477494,0.03411183413793506,-0.018508336702825465
2023-12-15,0.0002531957119408736,1.1854142416070914,-0.07724046792974856,-0.5051900586676829,0.4817415634502549,0.037480273000358305,-0.018867675849649233
2023-12-18,0.0002449705683714276,1.1568153180831713,-0.07717768952835587,-0.4776953930686216,0.463510524874188,0.008239520663351513,-0.01948147313941964
2023-12-19,0.00026428515796244185,1.1561911537245355,-0.07191661092839212,-0.47832330473270834,0.4631799161943237,0.008777805077450213,-0.018058519787380253
2023-12-20,0.00029106408745721265,1.1523170493381163,-0.0714557569440166,-0.4758569573366583,0.46632329152921476,0.006295721692314876,-0.016446644197951686
2023-12-21,0.00024150728122135248,1.1463016253009293,-0.07759487598127804,-0.47320757912431877,0.4745658485828575,0.0007412103141951898,-0.021176798028842918
2023-12-22,0.00021009249785615782,1.1422228794971356,-0.07976398228221605,-0.47040405151945847,0.47473183823079895,-0.00527018974654378,-0.021522788452237936
2023-12-26,0.00021393958237983415,1.1398178285936833,-0.08060529268023378,-0.4735960034037688,0.4729247899038386,0.0026835313832207497,-0.021540617925212495
2023-12-27,0.0002470209147598794,1.1457933710508852,-0.0844404023801277,-0.46792657025758017,0.4785719002924683,0.006210172624502325,-0.01971086161852245
2023-12-28,0.00030021971726216926,1.1511111926651219,-0.08775375292316619,-0.46617414415138797,0.48181729670526297,0.023138377659023004,-0.016033792262148988
2023-12-29,0.00034423587111528724,1.1346811624182942,-0.09438636940126958,-0.4553993858610037,0.44330164721034465,0.013081288412386122,-0.015889798722168988
2024-01-02,0.00021789318682703256,1.1368902944105865,-0.06439648850994717,-0.4528358691842072,0.41941312536440617,-0.03473089873156571,0.03988710119177355
2024-01-03,0.0001873417566749671,1.1392030699827376,-0.06303771433714145,-0.45440028032731256,0.42733713303928095,-0.034766870802653144,0.04010553949511379
2024-01-04,0.00030024739175791486,1.1423072843553275,-0.0617432379126522,-0.4914569617199548,0.4587735914934713,0.03628484249875255,0.009440535363242977
2024-01-05,0.00026832153665064273,1.1409954279005483,-0.05415769226978161,-0.49609885951920774,0.46488828027910306,0.03377576950524622,0.015135358273757657
2024-01-08,0.0002724586089803654,1.1473599906280525,-0.051370481664415,-0.5047960469941114,0.4571961094231937,0.03838445721322098,0.018639578622300937
2024-01-09,0.0002306494763390553,1.130794937016209,-0.05093297376170408,-0.4932088470003998,0.443740637911169,0.016403535287487447,0.01872218510933034
2024-01-10,0.000212796389786546,1.1295646578353624,-0.0523133574950245,-0.49114554282405065,0.4418339453566783,0.01729841986541101,0.01723183165493017
2024-01-11,0.00020589200773354883,1.129320407420773,-0.04778125468290498,-0.4923269127534403,0.4390427895015924,0.017326187341612218,0.013965573604726306
2024-01-12,0.00018980374133808792,1.1283630550522774,-0.04724372108417754,-0.4911912378143751,0.43671541537074543,0.021597295557588846,0.016333112050924983
2024-01-16,0.00015467459067186872,1.1308112580111518,-0.04152349989106451,-0.4922485311421042,0.43738701312543404,0.028121042531328334,0.011855541061172842
2024-01-17,0.00013476841824508327,1.1310606774744056,-0.043562895820239186,-0.49126624692808313,0.43651494086097553,0.03002173980044081,0.011216265491263352
2024-01-18,0.0001461965809839843,1.152919130556089,-0.03137674031169162,-0.5048249999628629,0.47604449487835815,0.04431859530510211,0.022456795068509075
2024-01-19,0.00012756448460407235,1.1650301043580618,-0.04205961696849379,-0.49108955313938957,0.4672987622827123,0.04041097362051141,0.027872045800708303
2024-01-22,0.00013692915353329268,1.1653931077920676,-0.01633607488892401,-0.4972830582789127,0.4637158634221241,0.02983136401023561,0.03581066101983184
2024-01-23,0.00015975097326712792,1.1724125798327627,-0.022149304707099977,-0.5016347656676696,0.46661145684295796,0.03700076098581196,0.02812450081574039
2024-01-24,0.00012516228196902908,1.171132867298744,-0.015200379762056952,-0.5040021227574608,0.4666138537208061,0.04739734960769165,0.0338271901575809
2024-01-25,4.907273446507713e-05,1.1672479963775348,-0.012619976717163153,-0.5052389392152848,0.48073195340857344,0.03087973001310386,0.0263421414575246
2024-01-26,1.0822276198149596e-05,1.1673527484639705,-0.022101582591637844,-0.49551181795439714,0.4708577676862422,0.026099891754460182,0.02671527928564263
